ID,Name,Glottocode,Glottolog_Name,ISO639P3code,Macroarea,Latitude,Longitude,Family
yakumo,Yakumo,ainu1252,,,,,,
oshamambe,Oshamambe,ainu1252,,,,,,
horobetsu,Horobetsu,ainu1252,,,,,,
hiratori,Hiratori,ainu1252,,,,,,
nukkibetsu,Nukkibetsu,ainu1252,,,,,,
niikappu,Niikappu,ainu1252,,,,,,
samani,Samani,ainu1252,,,,,,
obihiro,Obihiro,ainu1252,,,,,,
kushiro,Kushiro,ainu1252,,,,,,
bihoro,Bihoro,ainu1252,,,,,,
asahikawa,Asahikawa,ainu1252,,,,,,
nayoro,Nayoro,ainu1252,,,,,,
soya,Sôya,ainu1252,,,,,,
ochiho,Ochiho,ainu1252,,,,,,
tarantomari,Tarantomari,ainu1252,,,,,,
maoka,Maoka,ainu1252,,,,,,
shiraura,Shiraura,ainu1252,,,,,,
raichishka,Raichishka,ainu1252,,,,,,
nairo,Nairo,ainu1252,,,,,,
